TeamID,TeamName,FirstD1Season,LastD1Season,TeamNameSpelling
1101,Abilene Chr,2014,2026,abilene chr
1101,Abilene Chr,2014,2026,abilene christian
1101,Abilene Chr,2014,2026,abilene-christian
1102,Air Force,1985,2026,air force
1102,Air Force,1985,2026,air-force
1103,Akron,1985,2026,akron
1104,Alabama,1985,2026,alabama
1105,Alabama A&M,2000,2026,alabama a&m
1105,Alabama A&M,2000,2026,alabama-am
1106,Alabama St,1985,2026,alabama st
1106,Alabama St,1985,2026,alabama st.
1106,Alabama St,1985,2026,alabama state
1106,Alabama St,1985,2026,alabama-st
1106,Alabama St,1985,2026,alabama-state
1107,SUNY Albany,2000,2026,albany
1107,SUNY Albany,2000,2026,albany (ny)
1107,SUNY Albany,2000,2026,albany ny
1107,SUNY Albany,2000,2026,albany-ny
1107,SUNY Albany,2000,2026,suny albany
1108,Alcorn St,1985,2026,alcorn
1108,Alcorn St,1985,2026,alcorn st
1108,Alcorn St,1985,2026,alcorn st.
1108,Alcorn St,1985,2026,alcorn state
1108,Alcorn St,1985,2026,alcorn-state
1109,Alliant Intl,1985,1991,alliant international
1109,Alliant Intl,1985,1991,alliant intl
1110,American Univ,1985,2026,american
1110,American Univ,1985,2026,american u.
1110,American Univ,1985,2026,american univ
1110,American Univ,1985,2026,american university
1110,American Univ,1985,2026,american-university
1111,Appalachian St,1985,2026,appalachian st
1111,Appalachian St,1985,2026,appalachian st.
1111,Appalachian St,1985,2026,appalachian state
1111,Appalachian St,1985,2026,appalachian-st
1111,Appalachian St,1985,2026,appalachian-state
1112,Arizona,1985,2026,arizona
1113,Arizona St,1985,2026,arizona st
1113,Arizona St,1985,2026,arizona st.
1113,Arizona St,1985,2026,arizona state
1113,Arizona St,1985,2026,arizona-st
1113,Arizona St,1985,2026,arizona-state
1114,Ark Little Rock,1985,2026,ark little rock
1114,Ark Little Rock,1985,2026,arkansas-little rock
1114,Ark Little Rock,1985,2026,arkansas-little-rock
1114,Ark Little Rock,1985,2026,little rock
1114,Ark Little Rock,1985,2026,little-rock
1114,Ark Little Rock,1985,2026,ualr
1115,Ark Pine Bluff,1999,2026,ark pine bluff
1115,Ark Pine Bluff,1999,2026,ark-pine-bluff
1115,Ark Pine Bluff,1999,2026,ark.-pine bluff
1115,Ark Pine Bluff,1999,2026,arkansas-pine bluff
1115,Ark Pine Bluff,1999,2026,arkansas-pine-bluff
1116,Arkansas,1985,2026,arkansas
1117,Arkansas St,1985,2026,arkansas st
1117,Arkansas St,1985,2026,arkansas st.
1117,Arkansas St,1985,2026,arkansas state
1117,Arkansas St,1985,2026,arkansas-st
1117,Arkansas St,1985,2026,arkansas-state
1118,Armstrong St,1987,1987,armstrong
1118,Armstrong St,1987,1987,armstrong st
1119,Army,1985,2026,army
1119,Army,1985,2026,army west point
1119,Army,1985,2026,army-west-point
1120,Auburn,1985,2026,auburn
1121,Augusta,1985,1991,augusta
1121,Augusta,1985,1991,augusta state
1122,Austin Peay,1985,2026,austin peay
1122,Austin Peay,1985,2026,austin-peay
1123,Ball St,1985,2026,ball st
1123,Ball St,1985,2026,ball st.
1123,Ball St,1985,2026,ball state
1123,Ball St,1985,2026,ball-st
1123,Ball St,1985,2026,ball-state
1124,Baylor,1985,2026,baylor
1125,Belmont,2000,2026,belmont
1126,Bethune-Cookman,1985,2026,bethune-cookman
1127,Binghamton,2002,2026,binghamton
1128,Birmingham So,2003,2006,birmingham so
1128,Birmingham So,2003,2006,birmingham southern
1128,Birmingham So,2003,2006,birmingham-southern
1129,Boise St,1985,2026,boise st
1129,Boise St,1985,2026,boise st.
1129,Boise St,1985,2026,boise state
1129,Boise St,1985,2026,boise-st
1129,Boise St,1985,2026,boise-state
1130,Boston College,1985,2026,boston college
1130,Boston College,1985,2026,boston-college
1131,Boston Univ,1985,2026,boston
1131,Boston Univ,1985,2026,boston u
1131,Boston Univ,1985,2026,boston u.
1131,Boston Univ,1985,2026,boston univ
1131,Boston Univ,1985,2026,boston university
1131,Boston Univ,1985,2026,boston-u
1131,Boston Univ,1985,2026,boston-university
1132,Bowling Green,1985,2026,bowling green
1132,Bowling Green,1985,2026,bowling green state
1132,Bowling Green,1985,2026,bowling-green
1132,Bowling Green,1985,2026,bowling-green-state
1133,Bradley,1985,2026,bradley
1134,Brooklyn,1985,1992,brooklyn
1135,Brown,1985,2026,brown
1136,Bryant,2009,2026,bryant
1136,Bryant,2009,2026,bryant university
1137,Bucknell,1985,2026,bucknell
1138,Buffalo,1992,2026,buffalo
1139,Butler,1985,2026,butler
1140,BYU,1985,2026,brigham young
1140,BYU,1985,2026,brigham-young
1140,BYU,1985,2026,byu
1141,C Michigan,1985,2026,c michigan
1141,C Michigan,1985,2026,central mich.
1141,C Michigan,1985,2026,central michigan
1141,C Michigan,1985,2026,central-mich
1141,C Michigan,1985,2026,central-michigan
1142,Cal Poly,1995,2026,cal poly
1142,Cal Poly,1995,2026,cal poly slo
1142,Cal Poly,1995,2026,cal-poly
1143,California,1985,2026,california
1143,California,1985,2026,university of california
1144,Campbell,1985,2026,campbell
1145,Canisius,1985,2026,canisius
1146,Cent Arkansas,2007,2026,cent arkansas
1146,Cent Arkansas,2007,2026,central ark.
1146,Cent Arkansas,2007,2026,central arkansas
1146,Cent Arkansas,2007,2026,central-ark
1146,Cent Arkansas,2007,2026,central-arkansas
1147,Centenary,1985,2011,centenary
1147,Centenary,1985,2011,centenary (la)
1147,Centenary,1985,2011,centenary-la
1148,Central Conn,1987,2026,central conn
1148,Central Conn,1987,2026,central conn. st.
1148,Central Conn,1987,2026,central connecticut
1148,Central Conn,1987,2026,central connecticut state
1148,Central Conn,1987,2026,central-conn-st
1148,Central Conn,1987,2026,central-connecticut-state
1149,Charleston So,1985,2026,charleston so
1149,Charleston So,1985,2026,charleston so.
1149,Charleston So,1985,2026,charleston southern
1149,Charleston So,1985,2026,charleston-so
1149,Charleston So,1985,2026,charleston-southern
1150,Charlotte,1985,2026,charlotte
1150,Charlotte,1985,2026,nc charlotte
1150,Charlotte,1985,2026,north-carolina-charlotte
1151,Chattanooga,1985,2026,chattanooga
1151,Chattanooga,1985,2026,tennessee-chattanooga
1152,Chicago St,1985,2026,chicago st
1152,Chicago St,1985,2026,chicago st.
1152,Chicago St,1985,2026,chicago state
1152,Chicago St,1985,2026,chicago-st
1152,Chicago St,1985,2026,chicago-state
1153,Cincinnati,1985,2026,cincinnati
1154,Citadel,1985,2026,citadel
1154,Citadel,1985,2026,the citadel
1154,Citadel,1985,2026,the-citadel
1155,Clemson,1985,2026,clemson
1156,Cleveland St,1985,2026,cleveland st
1156,Cleveland St,1985,2026,cleveland st.
1156,Cleveland St,1985,2026,cleveland state
1156,Cleveland St,1985,2026,cleveland-st
1156,Cleveland St,1985,2026,cleveland-state
1157,Coastal Car,1987,2026,coastal car
1157,Coastal Car,1987,2026,coastal caro.
1157,Coastal Car,1987,2026,coastal carolina
1157,Coastal Car,1987,2026,coastal-caro
1157,Coastal Car,1987,2026,coastal-carolina
1158,Col Charleston,1992,2026,charleston
1158,Col Charleston,1992,2026,col charleston
1158,Col Charleston,1992,2026,col-of-charleston
1158,Col Charleston,1992,2026,col. of charleston
1158,Col Charleston,1992,2026,college of charlesto
1158,Col Charleston,1992,2026,college of charleston
1158,Col Charleston,1992,2026,college-of-charleston
1159,Colgate,1985,2026,colgate
1160,Colorado,1985,2026,colorado
1161,Colorado St,1985,2026,colorado st
1161,Colorado St,1985,2026,colorado st.
1161,Colorado St,1985,2026,colorado state
1161,Colorado St,1985,2026,colorado-st
1161,Colorado St,1985,2026,colorado-state
1162,Columbia,1985,2026,columbia
1163,Connecticut,1985,2026,connecticut
1163,Connecticut,1985,2026,uconn
1164,Coppin St,1986,2026,coppin st
1164,Coppin St,1986,2026,coppin st.
1164,Coppin St,1986,2026,coppin state
1164,Coppin St,1986,2026,coppin-st
1164,Coppin St,1986,2026,coppin-state
1165,Cornell,1985,2026,cornell
1166,Creighton,1985,2026,creighton
1167,CS Bakersfield,2008,2026,bakersfield
1167,CS Bakersfield,2008,2026,cal state bakersfield
1167,CS Bakersfield,2008,2026,cal-state-bakersfield
1167,CS Bakersfield,2008,2026,cal. state - bakersfield
1167,CS Bakersfield,2008,2026,cs bakersfield
1167,CS Bakersfield,2008,2026,csu bakersfield
1167,CS Bakersfield,2008,2026,csu-bakersfield
1168,CS Fullerton,1985,2026,cal st. fullerton
1168,CS Fullerton,1985,2026,cal state fullerton
1168,CS Fullerton,1985,2026,cal state-fullerton
1168,CS Fullerton,1985,2026,cal-st-fullerton
1168,CS Fullerton,1985,2026,cal-state-fullerton
1168,CS Fullerton,1985,2026,cs fullerton
1169,CS Northridge,1991,2026,cal st. northridge
1169,CS Northridge,1991,2026,cal state northridge
1169,CS Northridge,1991,2026,cal-state-northridge
1169,CS Northridge,1991,2026,cs northridge
1169,CS Northridge,1991,2026,csu northridge
1169,CS Northridge,1991,2026,csun
1170,CS Sacramento,1992,2026,cs sacramento
1170,CS Sacramento,1992,2026,sacramento st.
1170,CS Sacramento,1992,2026,sacramento state
1170,CS Sacramento,1992,2026,sacramento-st
1170,CS Sacramento,1992,2026,sacramento-state
1171,Dartmouth,1985,2026,dartmouth
1172,Davidson,1985,2026,davidson
1173,Dayton,1985,2026,dayton
1174,Delaware,1985,2026,delaware
1175,Delaware St,1985,2026,delaware st
1175,Delaware St,1985,2026,delaware st.
1175,Delaware St,1985,2026,delaware state
1175,Delaware St,1985,2026,delaware-st
1175,Delaware St,1985,2026,delaware-state
1176,Denver,1999,2026,denver
1177,DePaul,1985,2026,depaul
1178,Detroit,1985,2026,detroit
1178,Detroit,1985,2026,detroit mercy
1178,Detroit,1985,2026,detroit-mercy
1179,Drake,1985,2026,drake
1180,Drexel,1985,2026,drexel
1181,Duke,1985,2026,duke
1182,Duquesne,1985,2026,duquesne
1183,E Illinois,1985,2026,e illinois
1183,E Illinois,1985,2026,eastern ill.
1183,E Illinois,1985,2026,eastern illinois
1183,E Illinois,1985,2026,eastern-ill
1183,E Illinois,1985,2026,eastern-illinois
1184,E Kentucky,1985,2026,e kentucky
1184,E Kentucky,1985,2026,eastern kentucky
1184,E Kentucky,1985,2026,eastern ky.
1184,E Kentucky,1985,2026,eastern-kentucky
1184,E Kentucky,1985,2026,eastern-ky
1185,E Michigan,1985,2026,e michigan
1185,E Michigan,1985,2026,eastern mich.
1185,E Michigan,1985,2026,eastern michigan
1185,E Michigan,1985,2026,eastern-mich
1185,E Michigan,1985,2026,eastern-michigan
1186,E Washington,1985,2026,e washington
1186,E Washington,1985,2026,eastern wash.
1186,E Washington,1985,2026,eastern washington
1186,E Washington,1985,2026,eastern-wash
1186,E Washington,1985,2026,eastern-washington
1187,East Carolina,1985,2026,east carolina
1187,East Carolina,1985,2026,east-carolina
1188,SIUE,2009,2026,edwardsville
1188,SIUE,2009,2026,siu - edwardsville
1188,SIUE,2009,2026,siu edwardsville
1188,SIUE,2009,2026,siu-edwardsville
1188,SIUE,2009,2026,siue
1188,SIUE,2009,2026,southern illinois-edwardsville
1188,SIUE,2009,2026,southern-illinois-edwardsville
1189,Elon,2000,2026,elon
1189,Elon,2000,2026,elon university
1190,ETSU,1985,2026,east tenn. st.
1190,ETSU,1985,2026,east tennessee st.
1190,ETSU,1985,2026,east tennessee state
1190,ETSU,1985,2026,east-tennessee-state
1190,ETSU,1985,2026,etsu
1191,Evansville,1985,2026,evansville
1192,F Dickinson,1985,2026,f dickinson
1192,F Dickinson,1985,2026,fairleigh dickinson
1192,F Dickinson,1985,2026,fairleigh-dickinson
1192,F Dickinson,1985,2026,fdu
1193,Fairfield,1985,2026,fairfield
1194,FL Atlantic,1994,2026,fl atlantic
1194,FL Atlantic,1994,2026,fla-atlantic
1194,FL Atlantic,1994,2026,fla. atlantic
1194,FL Atlantic,1994,2026,florida atlantic
1194,FL Atlantic,1994,2026,florida-atlantic
1195,FGCU,2008,2026,fgcu
1195,FGCU,2008,2026,fl gulf coast
1195,FGCU,2008,2026,florida gulf coast
1195,FGCU,2008,2026,florida-gulf-coast
1196,Florida,1985,2026,florida
1197,Florida A&M,1985,2026,florida a&m
1197,Florida A&M,1985,2026,florida-am
1198,Florida Intl,1988,2026,fiu
1198,Florida Intl,1988,2026,florida internationa
1198,Florida Intl,1988,2026,florida international
1198,Florida Intl,1988,2026,florida intl
1198,Florida Intl,1988,2026,florida-international
1199,Florida St,1985,2026,florida st
1199,Florida St,1985,2026,florida st.
1199,Florida St,1985,2026,florida state
1199,Florida St,1985,2026,florida-st
1199,Florida St,1985,2026,florida-state
1200,Fordham,1985,2026,fordham
1201,Fresno St,1985,2026,fresno st
1201,Fresno St,1985,2026,fresno st.
1201,Fresno St,1985,2026,fresno state
1201,Fresno St,1985,2026,fresno-st
1201,Fresno St,1985,2026,fresno-state
1202,Furman,1985,2026,furman
1203,G Washington,1985,2026,g washington
1203,G Washington,1985,2026,george washington
1203,G Washington,1985,2026,george-washington
1204,Ga Southern,1985,2026,ga southern
1204,Ga Southern,1985,2026,ga-southern
1204,Ga Southern,1985,2026,ga. southern
1204,Ga Southern,1985,2026,georgia southern
1204,Ga Southern,1985,2026,georgia-southern
1205,Gardner Webb,2003,2026,gardner webb
1205,Gardner Webb,2003,2026,gardner-webb
1206,George Mason,1985,2026,george mason
1206,George Mason,1985,2026,george-mason
1207,Georgetown,1985,2026,georgetown
1208,Georgia,1985,2026,georgia
1209,Georgia St,1985,2026,georgia st
1209,Georgia St,1985,2026,georgia st.
1209,Georgia St,1985,2026,georgia state
1209,Georgia St,1985,2026,georgia-st
1209,Georgia St,1985,2026,georgia-state
1210,Georgia Tech,1985,2026,georgia tech
1210,Georgia Tech,1985,2026,georgia-tech
1211,Gonzaga,1985,2026,gonzaga
1212,Grambling,1985,2026,grambling
1212,Grambling,1985,2026,grambling st.
1212,Grambling,1985,2026,grambling state
1212,Grambling,1985,2026,grambling-state
1213,Grand Canyon,2014,2026,grand canyon
1213,Grand Canyon,2014,2026,grand-canyon
1214,Hampton,1996,2026,hampton
1215,Hardin-Simmons,1985,1990,hardin-simmons
1216,Hartford,1985,2023,hartford
1217,Harvard,1985,2026,harvard
1218,Hawaii,1985,2026,hawai'i
1218,Hawaii,1985,2026,hawaii
1219,High Point,2000,2026,high point
1219,High Point,2000,2026,high-point
1220,Hofstra,1985,2026,hofstra
1221,Holy Cross,1985,2026,holy cross
1221,Holy Cross,1985,2026,holy-cross
1222,Houston,1985,2026,houston
1223,Houston Chr,1985,2026,houston bap
1223,Houston Chr,1985,2026,houston baptist
1223,Houston Chr,1985,2026,houston chr
1223,Houston Chr,1985,2026,houston christian
1223,Houston Chr,1985,2026,houston-baptist
1224,Howard,1985,2026,howard
1225,Idaho,1985,2026,idaho
1226,Idaho St,1985,2026,idaho st
1226,Idaho St,1985,2026,idaho st.
1226,Idaho St,1985,2026,idaho state
1226,Idaho St,1985,2026,idaho-st
1226,Idaho St,1985,2026,idaho-state
1227,IL Chicago,1985,2026,il chicago
1227,IL Chicago,1985,2026,ill-chicago
1227,IL Chicago,1985,2026,ill.-chicago
1227,IL Chicago,1985,2026,illinois-chicago
1227,IL Chicago,1985,2026,uic
1228,Illinois,1985,2026,illinois
1229,Illinois St,1985,2026,illinois st
1229,Illinois St,1985,2026,illinois st.
1229,Illinois St,1985,2026,illinois state
1229,Illinois St,1985,2026,illinois-st
1229,Illinois St,1985,2026,illinois-state
1230,Incarnate Word,2014,2026,incarnate word
1230,Incarnate Word,2014,2026,incarnate-word
1231,Indiana,1985,2026,indiana
1232,Indiana St,1985,2026,indiana st
1232,Indiana St,1985,2026,indiana st.
1232,Indiana St,1985,2026,indiana state
1232,Indiana St,1985,2026,indiana-st
1232,Indiana St,1985,2026,indiana-state
1233,Iona,1985,2026,iona
1234,Iowa,1985,2026,iowa
1235,Iowa St,1985,2026,iowa st
1235,Iowa St,1985,2026,iowa st.
1235,Iowa St,1985,2026,iowa state
1235,Iowa St,1985,2026,iowa-st
1235,Iowa St,1985,2026,iowa-state
1236,PFW,2003,2026,fort wayne
1236,PFW,2003,2026,fort wayne(ipfw)
1236,PFW,2003,2026,fort-wayne
1236,PFW,2003,2026,ipfw
1236,PFW,2003,2026,iupu - ft. wayne
1236,PFW,2003,2026,iupu-fort wayne
1236,PFW,2003,2026,iupu-fort-wayne
1236,PFW,2003,2026,pfw
1236,PFW,2003,2026,purdue fort wayne
1237,IUPUI,1999,2026,indiana - purdue
1237,IUPUI,1999,2026,iu indianapolis
1237,IUPUI,1999,2026,iu indy
1237,IUPUI,1999,2026,iupui
1238,Jackson St,1985,2026,jackson st
1238,Jackson St,1985,2026,jackson st.
1238,Jackson St,1985,2026,jackson state
1238,Jackson St,1985,2026,jackson-st
1238,Jackson St,1985,2026,jackson-state
1239,Jacksonville,1985,2026,jacksonville
1240,Jacksonville St,1996,2026,jacksonville st
1240,Jacksonville St,1996,2026,jacksonville st.
1240,Jacksonville St,1996,2026,jacksonville state
1240,Jacksonville St,1996,2026,jacksonville-st
1240,Jacksonville St,1996,2026,jacksonville-state
1241,James Madison,1985,2026,james madison
1241,James Madison,1985,2026,james-madison
1242,Kansas,1985,2026,kansas
1243,Kansas St,1985,2026,kansas st
1243,Kansas St,1985,2026,kansas st.
1243,Kansas St,1985,2026,kansas state
1243,Kansas St,1985,2026,kansas-st
1243,Kansas St,1985,2026,kansas-state
1244,Kennesaw,2006,2026,kennesaw
1244,Kennesaw,2006,2026,kennesaw st.
1244,Kennesaw,2006,2026,kennesaw state
1244,Kennesaw,2006,2026,kennesaw-st
1244,Kennesaw,2006,2026,kennesaw-state
1245,Kent,1985,2026,kent
1245,Kent,1985,2026,kent st.
1245,Kent,1985,2026,kent state
1245,Kent,1985,2026,kent-st
1245,Kent,1985,2026,kent-state
1246,Kentucky,1985,2026,kentucky
1247,La Salle,1985,2026,la salle
1247,La Salle,1985,2026,la-salle
1248,Lafayette,1985,2026,lafayette
1249,Lamar,1985,2026,lamar
1249,Lamar,1985,2026,lamar university
1249,Lamar,1985,2026,lamar-university
1250,Lehigh,1985,2026,lehigh
1251,Liberty,1989,2026,liberty
1252,Lipscomb,2003,2026,lipscomb
1253,Long Beach St,1985,2026,long beach st
1253,Long Beach St,1985,2026,long beach st.
1253,Long Beach St,1985,2026,long beach state
1253,Long Beach St,1985,2026,long-beach-st
1253,Long Beach St,1985,2026,long-beach-state
1253,Long Beach St,1985,2026,longbeach state
1254,LIU Brooklyn,1985,2026,liu
1254,LIU Brooklyn,1985,2026,liu brooklyn
1254,LIU Brooklyn,1985,2026,liu-brooklyn
1254,LIU Brooklyn,1985,2026,long island
1254,LIU Brooklyn,1985,2026,long island university
1254,LIU Brooklyn,1985,2026,long-island
1254,LIU Brooklyn,1985,2026,long-island-university
1255,Longwood,2005,2026,longwood
1256,Louisiana Tech,1985,2026,louisiana tech
1256,Louisiana Tech,1985,2026,louisiana-tech
1257,Louisville,1985,2026,louisville
1258,Loy Marymount,1985,2026,loy marymount
1258,Loy Marymount,1985,2026,loyola marymount
1258,Loy Marymount,1985,2026,loyola-marymount
1259,Loyola MD,1985,2026,loyola (md)
1259,Loyola MD,1985,2026,loyola maryland
1259,Loyola MD,1985,2026,loyola md
1259,Loyola MD,1985,2026,loyola-maryland
1259,Loyola MD,1985,2026,loyola-md
1260,Loyola-Chicago,1985,2026,loyola (il)
1260,Loyola-Chicago,1985,2026,loyola chicago
1260,Loyola-Chicago,1985,2026,loyola-c
1260,Loyola-Chicago,1985,2026,loyola-chicago
1260,Loyola-Chicago,1985,2026,loyola-il
1261,LSU,1985,2026,louisiana state
1261,LSU,1985,2026,louisiana-state
1261,LSU,1985,2026,lsu
1262,MA Lowell,2014,2026,ma lowell
1262,MA Lowell,2014,2026,massachusetts lowell
1262,MA Lowell,2014,2026,massachusetts-lowell
1262,MA Lowell,2014,2026,umass lowell
1262,MA Lowell,2014,2026,umass-lowell
1263,Maine,1985,2026,maine
1264,Manhattan,1985,2026,manhattan
1265,Marist,1985,2026,marist
1266,Marquette,1985,2026,marquette
1267,Marshall,1985,2026,marshall
1268,Maryland,1985,2026,maryland
1269,Massachusetts,1985,2026,massachusetts
1269,Massachusetts,1985,2026,umass
1270,McNeese St,1985,2026,mcneese
1270,McNeese St,1985,2026,mcneese st
1270,McNeese St,1985,2026,mcneese st.
1270,McNeese St,1985,2026,mcneese state
1270,McNeese St,1985,2026,mcneese-state
1271,MD E Shore,1985,2026,maryland - e. shore
1271,MD E Shore,1985,2026,maryland eastern shore
1271,MD E Shore,1985,2026,maryland-eastern shore
1271,MD E Shore,1985,2026,maryland-eastern-shore
1271,MD E Shore,1985,2026,md e shore
1271,MD E Shore,1985,2026,md. eastern shore
1271,MD E Shore,1985,2026,umes
1272,Memphis,1985,2026,memphis
1273,Mercer,1985,2026,mercer
1274,Miami FL,1986,2026,miami (fl)
1274,Miami FL,1986,2026,miami (fla.)
1274,Miami FL,1986,2026,miami - florida
1274,Miami FL,1986,2026,miami fl
1274,Miami FL,1986,2026,miami-fl
1274,Miami FL,1986,2026,miami-florida
1275,Miami OH,1985,2026,miami (oh)
1275,Miami OH,1985,2026,miami (ohio)
1275,Miami OH,1985,2026,miami oh
1275,Miami OH,1985,2026,miami-oh
1275,Miami OH,1985,2026,miami-ohio
1276,Michigan,1985,2026,michigan
1277,Michigan St,1985,2026,michigan st
1277,Michigan St,1985,2026,michigan st.
1277,Michigan St,1985,2026,michigan state
1277,Michigan St,1985,2026,michigan-st
1277,Michigan St,1985,2026,michigan-state
1278,Minnesota,1985,2026,minnesota
1279,Mississippi,1985,2026,mississippi
1279,Mississippi,1985,2026,ole miss
1279,Mississippi,1985,2026,ole-miss
1280,Mississippi St,1985,2026,mississippi st
1280,Mississippi St,1985,2026,mississippi st.
1280,Mississippi St,1985,2026,mississippi state
1280,Mississippi St,1985,2026,mississippi-st
1280,Mississippi St,1985,2026,mississippi-state
1281,Missouri,1985,2026,missouri
1282,Missouri KC,1990,2026,kansas city
1282,Missouri KC,1990,2026,missouri kc
1282,Missouri KC,1990,2026,missouri-kansas city
1282,Missouri KC,1990,2026,missouri-kansas-city
1282,Missouri KC,1990,2026,mo kansas city
1282,Missouri KC,1990,2026,umkc
1283,Missouri St,1985,2026,missouri st
1283,Missouri St,1985,2026,missouri st.
1283,Missouri St,1985,2026,missouri state
1283,Missouri St,1985,2026,missouri-st
1283,Missouri St,1985,2026,missouri-state
1283,Missouri St,1985,2026,southwest missouri state
1283,Missouri St,1985,2026,sw missouri st.
1284,Monmouth NJ,1985,2026,monmouth
1284,Monmouth NJ,1985,2026,monmouth nj
1284,Monmouth NJ,1985,2026,monmouth-nj
1285,Montana,1985,2026,montana
1286,Montana St,1985,2026,montana st
1286,Montana St,1985,2026,montana st.
1286,Montana St,1985,2026,montana state
1286,Montana St,1985,2026,montana-st
1286,Montana St,1985,2026,montana-state
1287,Morehead St,1985,2026,morehead st
1287,Morehead St,1985,2026,morehead st.
1287,Morehead St,1985,2026,morehead state
1287,Morehead St,1985,2026,morehead-st
1287,Morehead St,1985,2026,morehead-state
1288,Morgan St,1985,2026,morgan st
1288,Morgan St,1985,2026,morgan st.
1288,Morgan St,1985,2026,morgan state
1288,Morgan St,1985,2026,morgan-st
1288,Morgan St,1985,2026,morgan-state
1289,Morris Brown,2002,2003,morris brown
1289,Morris Brown,2002,2003,morris-brown
1290,MS Valley St,1985,2026,miss valley st.
1290,MS Valley St,1985,2026,mississippi val.
1290,MS Valley St,1985,2026,mississippi valley state
1290,MS Valley St,1985,2026,mississippi-val
1290,MS Valley St,1985,2026,mississippi-valley-state
1290,MS Valley St,1985,2026,ms valley st
1290,MS Valley St,1985,2026,ms valley state
1290,MS Valley St,1985,2026,mvsu(miss. valley st
1291,Mt St Mary's,1989,2026,mount saint mary`s
1291,Mt St Mary's,1989,2026,mount st. mary's
1291,Mt St Mary's,1989,2026,mount st. marys
1291,Mt St Mary's,1989,2026,mount-st-marys
1291,Mt St Mary's,1989,2026,mt st mary's
1291,Mt St Mary's,1989,2026,mt st. mary's
1291,Mt St Mary's,1989,2026,mt-st-marys
1291,Mt St Mary's,1989,2026,mt. st. mary's
1291,Mt St Mary's,1989,2026,mt. st. mary`s
1292,MTSU,1985,2026,middle tenn st
1292,MTSU,1985,2026,middle tenn st.
1292,MTSU,1985,2026,middle tenn.
1292,MTSU,1985,2026,middle tennessee
1292,MTSU,1985,2026,middle tennessee st.
1292,MTSU,1985,2026,middle tennessee state
1292,MTSU,1985,2026,middle-tenn
1292,MTSU,1985,2026,middle-tennessee
1292,MTSU,1985,2026,middle-tennessee-state
1292,MTSU,1985,2026,mtsu
1293,Murray St,1985,2026,murray st
1293,Murray St,1985,2026,murray st.
1293,Murray St,1985,2026,murray state
1293,Murray St,1985,2026,murray-st
1293,Murray St,1985,2026,murray-state
1294,N Colorado,2005,2026,n colorado
1294,N Colorado,2005,2026,northern colo.
1294,N Colorado,2005,2026,northern colorado
1294,N Colorado,2005,2026,northern-colo
1294,N Colorado,2005,2026,northern-colorado
1295,N Dakota St,2006,2026,n dakota st
1295,N Dakota St,2006,2026,north dakota st.
